source,method,city,scenario,episode,n_agents,total_steps,tasks_appeared,tasks_completed,throughput_rate,accept_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,mean_extra_steps_per_task,peak_load,congestion_variance,mean_bpr_along_route,n_traversals_in_jam,route_congestion_exposure,total_fleet_distance_m,agent_completed_gini,agent_completed_std,n_ghost_active_mean,mean_congestion_at_decision,wallclock_ms,compute_time_per_task_ms,compute_time_per_decision_us,capacity_violations,pairing_violations
RL,FaithfulMAPPER,Tokyo_Small,normal_wave,0,6,3600,81,74,0.9136,1.0000,502.9460,0.0000,0.1203,4.6565,248.8219,242.7143,1109.2917,0.8916,26.9636,28,0.3601,5.0988,63,0.8139,82087.5938,0.3121,0.6142,1125.4863,4.7132,6419,79.2469,13207.8193,0,0
RL,FaithfulMAPPER,Tokyo_Small,normal_wave,1,6,3600,79,70,0.8861,1.0000,441.7143,0.0000,0.1044,4.6566,217.9000,234.4133,1009.7815,0.9268,15.9437,28,0.3626,6.0973,72,0.8970,70684.7031,0.3121,0.6227,1125.4863,4.6881,5722,72.4304,12071.7295,0,0
RL,FaithfulMAPPER,Tokyo_Small,normal_ramp,0,6,3600,99,83,0.8384,1.0000,524.6385,524.6385,0.2241,4.3258,248.0610,293.7849,1146.4601,0.9243,18.7690,24,0.3056,5.4665,38,0.7971,95156.1875,0.2543,0.4798,618.6302,4.3134,7130,72.0202,12003.3672,0,0
RL,FaithfulMAPPER,Tokyo_Small,normal_ramp,1,6,3600,114,100,0.8772,1.0000,451.5700,451.5700,0.1672,4.3239,245.0825,222.6768,1054.8401,0.8608,34.1145,28,0.3019,4.3560,61,0.8468,105484.0078,0.2571,0.4790,618.6302,4.3466,6764,59.3333,9888.8887,0,0
RL,FaithfulMAPPER,Tokyo_Small,stress_shock,0,6,3600,159,151,0.9497,1.0000,558.5695,279.2848,0.3674,4.1650,259.7286,298.1567,1066.5063,0.8212,46.4273,24,0.4841,2.9786,41,0.7951,161042.4531,0.2739,0.4892,513.2000,4.1161,8949,56.2830,9380.5029,0,0
RL,FaithfulMAPPER,Tokyo_Small,stress_shock,1,6,3600,183,166,0.9071,1.0000,469.0844,469.0844,0.3025,4.1593,229.2147,235.2486,985.9246,0.8603,32.0298,24,0.4850,3.4363,52,0.8222,163663.4844,0.3106,0.5584,513.2000,4.1705,8554,46.7432,7790.5283,0,0
RL,FaithfulMAPPER,Tokyo_Small,stress_buildup,0,6,3600,224,194,0.8661,1.0000,528.4536,528.4536,0.3032,4.4635,229.6543,295.0808,1043.2621,0.9086,21.0018,28,0.3634,4.0241,153,0.7699,202392.8438,0.2932,0.5246,883.7547,4.4443,23238,103.7411,17290.1777,0,0
RL,FaithfulMAPPER,Tokyo_Small,stress_buildup,1,6,3600,222,194,0.8739,1.0000,535.7629,535.7629,0.2237,4.4537,246.2350,291.7853,998.2814,0.8108,46.5787,28,0.3652,3.9838,109,0.8094,193666.6094,0.2602,0.4673,883.7547,4.3959,12238,55.1261,9187.6875,0,1
RL,FaithfulMAPPER,Tokyo_Small,over_fleet,0,6,3600,44,40,0.9091,1.0000,521.5250,130.3813,0.7885,4.6703,264.5641,250.0952,1248.4154,0.9438,14.8810,28,0.3529,5.4207,33,0.8329,49936.6172,0.1720,0.4500,1125.4863,4.7458,6063,137.7955,22965.9082,0,0
RL,FaithfulMAPPER,Tokyo_Small,over_fleet,1,6,3600,56,51,0.9107,1.0000,485.6274,97.1255,0.9575,4.6646,262.2041,203.5000,1108.4529,0.8455,40.5135,28,0.3577,6.7055,53,0.9043,56531.0938,0.2431,0.5630,1125.4863,4.6753,8348,149.0714,24845.2383,0,0
RL,IPPO,Tokyo_Small,normal_wave,0,6,3600,81,75,0.9259,1.0000,470.1733,0.0000,0.0937,4.6561,250.1644,231.7662,1056.6715,0.8448,38.8301,28,0.3629,4.8643,73,0.8196,79250.3594,0.3551,0.7342,1125.4863,4.7135,4743,58.5556,9759.2588,0,0
RL,IPPO,Tokyo_Small,normal_wave,1,6,3600,79,69,0.8734,1.0000,459.0724,0.0000,0.1075,4.6535,221.0290,248.0946,1001.7611,0.9065,20.6768,28,0.3715,6.1655,67,0.8935,69121.5156,0.2867,0.5313,1125.4863,4.6869,3766,47.6709,7945.1475,0,0
RL,IPPO,Tokyo_Small,normal_ramp,0,6,3600,99,91,0.9192,1.0000,465.8022,465.8022,0.2693,4.3256,247.2955,222.0435,1119.1665,0.9051,23.4622,24,0.3068,4.3287,33,0.8054,101844.1484,0.2793,0.5207,618.6302,4.3145,6678,67.4545,11242.4238,0,0
RL,IPPO,Tokyo_Small,normal_ramp,1,6,3600,114,95,0.8333,1.0000,465.4211,465.4211,0.2689,4.3226,239.5745,242.4902,1080.1752,0.9017,23.5394,28,0.3027,3.3051,55,0.8360,102616.6406,0.2620,0.4884,618.6302,4.3451,5837,51.2018,8533.6260,0,0
RL,IPPO,Tokyo_Small,stress_shock,0,6,3600,159,147,0.9245,1.0000,515.4490,515.4490,0.2719,4.1664,251.8345,259.3791,1102.5492,0.8756,31.3246,24,0.4838,2.5210,50,0.7989,162074.7344,0.2713,0.4889,513.2000,4.1255,6650,41.8239,6970.6499,0,0
RL,IPPO,Tokyo_Small,stress_shock,1,6,3600,183,166,0.9071,1.0000,477.9879,477.9879,0.2709,4.1566,237.0305,243.9006,993.0581,0.8379,38.4189,24,0.4861,2.8303,59,0.8061,164847.6406,0.2498,0.4479,513.2000,4.1689,7462,40.7760,6795.9927,0,0
RL,IPPO,Tokyo_Small,stress_buildup,0,6,3600,224,191,0.8527,1.0000,551.7016,275.8508,0.3454,4.4615,237.9677,308.8839,1054.9108,0.8866,26.9856,28,0.3646,4.5676,142,0.7477,201487.9531,0.2911,0.5183,883.7547,4.4415,15466,69.0446,11507.4404,0,0
RL,IPPO,Tokyo_Small,stress_buildup,1,6,3600,222,204,0.9189,1.0000,548.3627,548.3627,0.3007,4.4511,237.0933,310.5751,958.6115,0.8086,45.3710,28,0.3659,5.1870,118,0.7998,195556.7344,0.2679,0.5154,883.7547,4.3932,18087,81.4730,13578.8291,0,0
RL,IPPO,Tokyo_Small,over_fleet,0,6,3600,44,39,0.8864,1.0000,564.2564,112.8513,0.9053,4.6673,288.2564,267.2619,1216.9799,0.8444,44.8604,28,0.3606,4.4926,25,0.7478,47462.2148,0.2767,0.5753,1125.4863,4.7460,4647,105.6136,17602.2734,0,0
RL,IPPO,Tokyo_Small,over_fleet,1,6,3600,56,52,0.9286,1.0000,451.3654,90.2731,0.9989,4.6647,241.3654,211.0909,1061.7112,0.8798,29.0231,28,0.3574,13.8526,52,0.9074,55208.9805,0.2868,0.5883,1125.4863,4.6758,4211,75.1964,12532.7383,0,0
RL,Hybrid,Tokyo_Small,normal_wave,0,6,3600,81,76,0.9383,1.0000,505.1711,0.0000,0.0961,4.6573,260.6081,240.1053,1113.1494,0.8543,37.9782,28,0.3597,4.3874,53,0.8153,84599.3516,0.3295,0.6648,1125.4863,4.7124,3827,47.2469,7874.4858,0,0
RL,Hybrid,Tokyo_Small,normal_wave,1,6,3600,79,74,0.9367,1.0000,490.7567,0.0000,0.1648,4.6534,228.3425,261.9868,985.8162,0.8635,31.1792,28,0.3686,4.9953,69,0.8616,72950.3984,0.3033,0.5895,1125.4863,4.6870,4616,58.4304,9738.3965,0,0
RL,Hybrid,Tokyo_Small,normal_ramp,0,6,3600,99,85,0.8586,1.0000,460.2588,230.1294,0.3979,4.3255,246.7765,227.3511,1128.1381,0.9143,21.1489,24,0.3063,4.9287,38,0.8339,95891.7422,0.2663,0.4924,618.6302,4.3158,5784,58.4242,9737.3740,0,0
RL,Hybrid,Tokyo_Small,normal_ramp,1,6,3600,114,101,0.8860,1.0000,462.3663,462.3663,0.2616,4.3229,244.2245,224.5849,1091.7347,0.8940,25.8775,28,0.3011,3.8809,66,0.8355,110265.2031,0.3642,0.6803,618.6302,4.3456,7630,66.9298,11154.9707,0,0
RL,Hybrid,Tokyo_Small,stress_shock,0,6,3600,159,144,0.9057,1.0000,496.9445,248.4722,0.3991,4.1675,234.4236,279.3961,1089.1202,0.9292,16.5996,24,0.4857,2.7644,53,0.7961,156833.3125,0.3293,0.5875,513.2000,4.1193,7204,45.3082,7551.3628,0,0
RL,Hybrid,Tokyo_Small,stress_shock,1,6,3600,183,165,0.9016,1.0000,496.8485,496.8485,0.2975,4.1533,239.0788,260.7514,977.3679,0.8176,43.6052,24,0.4878,3.4424,55,0.7790,161265.6875,0.2243,0.4061,513.2000,4.1661,9432,51.5410,8590.1641,0,0
RL,Hybrid,Tokyo_Small,stress_buildup,0,6,3600,224,190,0.8482,1.0000,513.3000,256.6500,0.3671,4.4633,227.1005,287.7789,1028.5448,0.9058,21.3916,28,0.3644,4.5957,155,0.7366,195423.5156,0.2870,0.5110,883.7547,4.4435,9497,42.3973,7066.2202,0,0
RL,Hybrid,Tokyo_Small,stress_buildup,1,6,3600,222,203,0.9144,1.0000,529.7931,529.7931,0.2088,4.4525,242.7525,287.0887,955.2283,0.7870,51.7068,28,0.3652,4.5431,130,0.7905,193911.3594,0.2623,0.4772,883.7547,4.3948,11987,53.9955,8999.2490,0,0
RL,Hybrid,Tokyo_Small,over_fleet,0,6,3600,44,37,0.8409,1.0000,529.7838,105.9568,0.9343,4.6671,260.7567,282.8372,1182.5408,0.9070,24.2486,28,0.3616,5.3509,49,0.7841,43754.0078,0.2843,0.5669,1125.4863,4.7451,3806,86.5000,14416.6670,0,0
RL,Hybrid,Tokyo_Small,over_fleet,1,6,3600,56,50,0.8929,1.0000,462.8400,77.1400,1.0079,4.6631,236.8000,233.1429,1056.2737,0.8921,25.5453,28,0.3615,15.8552,52,0.9018,52813.6875,0.3300,0.7642,1125.4863,4.6746,4247,75.8393,12639.8809,0,0
TP,TokenPassing,Tokyo_Small,normal_wave,0,6,3600,81,41,0.5062,1.0000,982.4878,245.6219,0.7809,4.6617,375.4688,669.6522,1258.3500,0.6703,123.7988,28,0.3600,5.9875,23,0.8744,51592.3477,0.2742,0.5171,1125.4863,4.7187,69186,854.1481,142358.0312,0,0
TP,TokenPassing,Tokyo_Small,normal_wave,1,6,3600,79,37,0.4684,1.0000,863.0811,215.7703,0.7842,4.6603,171.8788,713.5455,1013.1605,1.0000,0.0000,28,0.3640,4.1694,21,0.8651,37486.9414,0.2143,0.3886,1125.4863,4.6919,68901,872.1646,145360.7656,0,0
TP,TokenPassing,Tokyo_Small,normal_ramp,0,6,3600,99,42,0.4242,1.0000,959.0238,239.7560,0.8062,4.3397,268.5526,789.7941,916.3841,0.6825,85.2758,24,0.3003,3.8241,18,0.9484,38488.1328,0.2143,0.3886,618.6302,4.3260,130658,1319.7778,219962.9688,0,0
TP,TokenPassing,Tokyo_Small,normal_ramp,1,6,3600,114,45,0.3947,1.0000,842.2000,210.5500,0.7933,4.3403,247.2703,685.4194,1084.2112,0.8769,30.4280,28,0.2975,3.3261,25,0.8522,48789.5039,0.2207,0.4018,618.6302,4.3635,164628,1444.1052,240684.2031,0,1
TP,TokenPassing,Tokyo_Small,stress_shock,0,6,3600,159,28,0.1761,1.0000,1153.0000,384.3333,0.6451,4.2624,327.4167,847.3182,1018.7194,0.6223,123.6728,24,0.4271,2.5996,14,0.8761,28524.1445,0.2435,0.4476,513.2000,4.2254,89570,563.3333,93888.8906,0,0
TP,TokenPassing,Tokyo_Small,stress_shock,1,6,3600,183,34,0.1858,1.0000,830.3235,276.7745,0.6430,4.2610,155.6250,689.4375,717.8478,0.9225,12.0554,24,0.4269,3.0816,8,0.9503,24406.8262,0.1733,0.3496,513.2000,4.2730,104598,571.5738,95262.2969,0,1
TP,TokenPassing,Tokyo_Small,stress_buildup,0,6,3600,224,37,0.1652,1.0000,840.5676,420.2838,0.4997,4.5097,145.5161,710.3333,938.8630,1.0000,0.0000,28,0.3379,4.0244,20,1.0486,34737.9336,0.3561,0.6492,883.7547,4.4897,142783,637.4241,106237.3594,0,0
TP,TokenPassing,Tokyo_Small,stress_buildup,1,6,3600,222,47,0.2117,1.0000,731.7021,243.9007,0.5013,4.5025,122.2308,641.7027,961.7480,1.0000,0.0000,28,0.3367,6.1700,23,1.2616,45202.1562,0.2159,0.3910,883.7547,4.4495,162025,729.8423,121640.3828,0,0
TP,TokenPassing,Tokyo_Small,over_fleet,0,6,3600,44,42,0.9545,1.0000,418.1667,83.6333,0.8481,4.6709,275.2857,144.4773,1191.2374,0.8655,37.0382,28,0.3524,7.3649,34,0.9248,50031.9727,0.2628,0.5051,1125.4863,4.7452,4885,111.0227,18503.7871,0,0
TP,TokenPassing,Tokyo_Small,over_fleet,1,6,3600,56,54,0.9643,1.0000,376.2778,75.2556,0.9742,4.6658,241.3704,138.2321,1069.5278,0.8862,27.4648,28,0.3552,8.9033,37,0.9919,57754.5039,0.2255,0.4611,1125.4863,4.6764,7432,132.7143,22119.0469,0,0
RL,MAPPO,Kyoto_Small,normal_wave,0,6,3600,110,87,0.7909,1.0000,880.8391,293.6130,0.6344,4.6335,256.5278,605.8125,1045.8962,0.8154,47.3485,28,0.3810,4.6073,59,0.9339,90992.9766,0.3780,0.7170,631.4694,4.6761,29315,266.5000,44416.6680,0,0
RL,MAPPO,Kyoto_Small,normal_wave,1,6,3600,118,84,0.7119,1.0000,722.5833,180.6458,0.6746,4.6272,232.5325,482.0395,1055.9127,0.9082,21.3499,24,0.3886,5.7871,63,0.9252,88696.6641,0.2974,0.5237,631.4694,4.6803,40996,347.4237,57903.9531,0,0
RL,MAPPO,Kyoto_Small,normal_ramp,0,6,3600,99,82,0.8283,1.0000,615.3903,205.1301,0.5090,4.3142,234.6567,396.5818,992.2265,0.8457,36.2114,24,0.3029,4.2562,37,0.9223,81362.5781,0.3364,0.5912,347.1364,4.3852,17074,172.4646,28744.1074,0,0
RL,MAPPO,Kyoto_Small,normal_ramp,1,6,3600,104,78,0.7500,1.0000,680.3975,340.1987,0.3504,4.3077,250.0429,404.6154,1133.5364,0.9067,23.3356,28,0.3187,3.8163,40,0.8553,88415.8359,0.4167,0.7561,347.1364,4.3228,14431,138.7596,23126.6035,0,0
RL,MAPPO,Kyoto_Small,stress_shock,0,6,3600,129,105,0.8140,1.0000,691.6095,345.8047,0.3401,4.1313,234.6087,463.5402,1031.3928,0.8792,28.3301,24,0.5026,3.3575,26,0.8310,108296.2422,0.2880,0.5063,288.0000,4.0966,8542,66.2171,11036.1758,0,0
RL,MAPPO,Kyoto_Small,stress_shock,1,6,3600,150,121,0.8067,1.0000,655.4711,327.7355,0.3421,4.1131,236.4953,417.2800,1056.9231,0.8938,25.1107,28,0.5032,3.3881,52,0.8442,127887.6953,0.3700,0.6663,288.0000,4.1683,10869,72.4600,12076.6670,0,1
RL,MAPPO,Kyoto_Small,stress_buildup,0,6,3600,238,190,0.7983,1.0000,657.4158,328.7079,0.3577,4.4050,236.9107,384.4259,1084.4097,0.9155,20.0288,28,0.3959,3.6157,115,0.8931,206037.8281,0.3408,0.6206,495.8625,4.3844,26328,110.6218,18436.9746,0,2
RL,MAPPO,Kyoto_Small,stress_buildup,1,6,3600,244,208,0.8525,1.0000,643.5000,643.5000,0.2706,4.3966,279.9669,334.5909,1209.2174,0.8638,38.1234,28,0.4178,4.6936,112,0.8610,251517.2344,0.3011,0.5433,495.8625,4.2953,20117,82.4467,13741.1201,0,0
RL,MAPPO,Kyoto_Small,over_fleet,0,6,3600,54,53,0.9815,1.0000,474.1887,94.8377,0.8995,4.6561,231.1765,234.0000,1036.7744,0.8970,23.8216,24,0.3514,11.6401,37,0.9803,54949.0469,0.2948,0.5642,631.4694,4.7706,21043,389.6852,64947.5312,0,0
RL,MAPPO,Kyoto_Small,over_fleet,1,6,3600,55,47,0.8545,1.0000,409.7447,102.4362,0.8168,4.6477,212.5319,217.5294,986.5116,0.9283,15.2296,28,0.3737,5.9194,39,1.0062,46366.0430,0.3125,0.6762,631.4694,4.7454,24554,446.4364,74406.0625,0,0
RL,FaithfulMAPPER,Kyoto_Small,normal_wave,0,6,3600,110,105,0.9545,1.0000,487.7905,243.8952,0.3362,4.6308,242.3100,238.4400,1114.3098,0.9197,19.4480,28,0.3813,4.6656,79,0.8443,117002.5234,0.3004,0.6018,631.4694,4.6727,5978,54.3455,9057.5762,0,0
RL,FaithfulMAPPER,Kyoto_Small,normal_wave,1,6,3600,118,102,0.8644,1.0000,538.7549,538.7549,0.2850,4.6220,248.4545,272.7900,1163.7858,0.9368,15.6974,24,0.3959,4.9837,83,0.8371,118706.1484,0.3189,0.5995,631.4694,4.6763,7184,60.8814,10146.8926,0,0
RL,FaithfulMAPPER,Kyoto_Small,normal_ramp,0,6,3600,99,86,0.8687,1.0000,400.3954,0.0000,0.1386,4.3132,216.2381,199.5287,970.0365,0.8972,22.2308,24,0.3017,4.3156,43,0.9341,83423.1406,0.3233,0.6058,347.1364,4.3833,4458,45.0303,7505.0503,0,0
RL,FaithfulMAPPER,Kyoto_Small,normal_ramp,1,6,3600,104,95,0.9135,1.0000,508.3263,508.3263,0.2392,4.3005,262.3696,251.8495,1135.8403,0.8658,35.2015,28,0.3216,3.6671,55,0.7891,107904.8359,0.2860,0.5564,347.1364,4.3127,3256,31.3077,5217.9487,0,0
RL,FaithfulMAPPER,Kyoto_Small,stress_shock,0,6,3600,129,117,0.9070,1.0000,437.8034,437.8034,0.2355,4.1199,224.1913,228.7521,1024.0062,0.9135,19.3901,24,0.5170,4.5314,38,0.8309,119808.7266,0.3038,0.5516,288.0000,4.0809,3006,23.3023,3883.7209,0,0
RL,FaithfulMAPPER,Kyoto_Small,stress_shock,1,6,3600,150,138,0.9200,1.0000,440.0000,440.0000,0.1954,4.1020,215.2331,224.2971,996.8128,0.9263,15.8705,28,0.5140,5.9775,59,0.8607,137560.1719,0.2910,0.5455,288.0000,4.1606,4661,31.0733,5178.8887,0,0
RL,FaithfulMAPPER,Kyoto_Small,stress_buildup,0,6,3600,238,203,0.8529,1.0000,489.0936,489.0936,0.2869,4.3960,249.1071,240.5777,1091.5087,0.8763,30.8054,28,0.4105,4.5276,145,0.8380,221576.2656,0.2364,0.4331,495.8625,4.3726,6570,27.6050,4600.8403,0,0
RL,FaithfulMAPPER,Kyoto_Small,stress_buildup,1,6,3600,244,221,0.9057,1.0000,530.7285,530.7285,0.2406,4.3845,251.0802,285.8065,1150.3600,0.9163,21.0082,28,0.4356,4.2920,122,0.8206,254229.5469,0.2325,0.4162,495.8625,4.2841,8819,36.1434,6023.9072,0,1
RL,FaithfulMAPPER,Kyoto_Small,over_fleet,0,6,3600,54,53,0.9815,1.0000,450.3585,90.0717,0.9438,4.6581,231.6038,224.0185,1013.6167,0.8753,28.8804,24,0.3489,11.4300,49,0.8958,53721.6836,0.2111,0.4457,631.4694,4.7710,5513,102.0926,17015.4316,0,0
RL,FaithfulMAPPER,Kyoto_Small,over_fleet,1,6,3600,55,52,0.9455,1.0000,405.5962,81.1192,0.8989,4.6496,217.5490,197.1132,974.6774,0.8961,22.6135,28,0.3689,7.1347,44,0.9302,50683.2266,0.2925,0.5928,631.4694,4.7446,6006,109.2000,18200.0000,0,0
RL,IPPO,Kyoto_Small,normal_wave,0,6,3600,110,95,0.8636,1.0000,446.6316,0.0000,0.1085,4.6295,244.7128,223.1923,1114.4406,0.9108,21.8247,28,0.3853,4.1378,69,0.8516,105871.8516,0.3385,0.6558,631.4694,4.6755,4168,37.8909,6315.1514,0,0
RL,IPPO,Kyoto_Small,normal_wave,1,6,3600,118,104,0.8814,1.0000,445.8365,445.8365,0.2705,4.6241,245.7426,228.2000,1110.9640,0.9042,23.5498,24,0.3892,4.9698,69,0.8625,115540.2500,0.3353,0.6500,631.4694,4.6756,3501,29.6695,4944.9150,0,0
RL,IPPO,Kyoto_Small,normal_ramp,0,6,3600,99,83,0.8384,1.0000,406.3133,406.3133,0.1991,4.3135,217.6988,207.8539,959.3924,0.8814,25.8203,24,0.3017,4.9995,53,0.9033,79629.5703,0.2887,0.5620,347.1364,4.3810,3802,38.4040,6400.6733,0,0
RL,IPPO,Kyoto_Small,normal_ramp,1,6,3600,104,97,0.9327,1.0000,456.9175,456.9175,0.1825,4.2995,255.9579,208.6939,1117.0801,0.8729,32.5419,28,0.3234,3.9254,67,0.8093,108356.7656,0.3396,0.6893,347.1364,4.3136,3772,36.2692,6044.8716,0,0
RL,IPPO,Kyoto_Small,stress_shock,0,6,3600,129,118,0.9147,1.0000,436.2797,0.0000,0.1501,4.1233,223.3898,219.0078,1027.9230,0.9203,17.8052,24,0.5140,2.4684,26,0.8188,121294.9141,0.2780,0.4996,288.0000,4.0930,1789,13.8682,2311.3696,0,0
RL,IPPO,Kyoto_Small,stress_shock,1,6,3600,150,138,0.9200,1.0000,426.4928,426.4928,0.2339,4.1072,218.9489,213.3077,983.1442,0.8981,22.3201,28,0.5116,4.3331,58,0.8942,135673.9062,0.2984,0.5403,288.0000,4.1674,5124,34.1600,5693.3335,0,0
RL,IPPO,Kyoto_Small,stress_buildup,0,6,3600,238,207,0.8697,1.0000,486.6280,486.6280,0.2222,4.3965,242.2585,239.7500,1122.3936,0.9266,17.7798,28,0.4094,4.3146,136,0.8439,232335.4688,0.2190,0.3961,495.8625,4.3750,5519,23.1891,3864.8459,0,0
RL,IPPO,Kyoto_Small,stress_buildup,1,6,3600,244,226,0.9262,1.0000,536.1017,536.1017,0.2804,4.3811,263.2523,266.5913,1160.5405,0.8817,31.1441,28,0.4375,4.5925,132,0.7989,262282.1562,0.1892,0.3429,495.8625,4.2822,8035,32.9303,5488.3882,0,0
RL,IPPO,Kyoto_Small,over_fleet,0,6,3600,54,52,0.9630,1.0000,434.3269,86.8654,0.9457,4.6580,229.1154,212.2407,1011.7795,0.8832,26.7595,24,0.3489,7.0030,56,0.9561,52612.5312,0.2582,0.5182,631.4694,4.7700,3759,69.6111,11601.8516,0,0
RL,IPPO,Kyoto_Small,over_fleet,1,6,3600,55,53,0.9636,1.0000,397.6038,79.5208,0.8656,4.6499,223.6415,180.0727,994.1097,0.8890,24.8196,28,0.3684,7.6526,51,0.9593,52687.8164,0.2447,0.4717,631.4694,4.7470,2878,52.3273,8721.2119,0,0
RL,Hybrid,Kyoto_Small,normal_wave,0,6,3600,110,104,0.9455,1.0000,470.1827,0.0000,0.0929,4.6310,243.9706,233.6952,1110.9081,0.9107,21.7890,28,0.3761,5.1889,79,0.8854,115534.4375,0.3293,0.6684,631.4694,4.6729,2185,19.8636,3310.6060,0,0
RL,Hybrid,Kyoto_Small,normal_wave,1,6,3600,118,103,0.8729,1.0000,489.9709,489.9709,0.1768,4.6231,249.3333,257.6126,1145.4288,0.9188,20.2476,24,0.3929,4.5121,68,0.7907,117979.1641,0.2986,0.5515,631.4694,4.6743,4361,36.9576,6159.6045,0,0
RL,Hybrid,Kyoto_Small,normal_ramp,0,6,3600,99,84,0.8485,1.0000,367.6786,0.0000,0.1366,4.3129,207.7024,188.5053,954.4818,0.9191,16.8060,24,0.3013,4.7437,64,0.9817,80176.4688,0.2396,0.4592,347.1364,4.3839,1705,17.2222,2870.3704,0,0
RL,Hybrid,Kyoto_Small,normal_ramp,1,6,3600,104,92,0.8846,1.0000,467.3587,467.3587,0.2737,4.3012,260.5109,222.1856,1142.4965,0.8771,32.0116,28,0.3215,4.3046,51,0.8029,105109.6797,0.2758,0.5089,347.1364,4.3126,3666,35.2500,5875.0000,0,0
RL,Hybrid,Kyoto_Small,stress_shock,0,6,3600,129,118,0.9147,1.0000,439.7966,439.7966,0.1863,4.1193,226.6695,224.0160,1009.5264,0.8907,24.7642,24,0.5157,2.7782,32,0.8196,119124.1172,0.3186,0.5807,288.0000,4.0841,1767,13.6977,2282.9458,0,0
RL,Hybrid,Kyoto_Small,stress_shock,1,6,3600,150,135,0.9000,1.0000,419.6741,419.6741,0.1776,4.1007,212.5556,209.5862,974.3752,0.9168,17.6805,28,0.5146,4.0906,59,0.9228,131540.6406,0.3066,0.5634,288.0000,4.1628,3139,20.9267,3487.7778,0,0
