seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,peak_congestion,mean_overlap_edges,congestion_variance,route_congestion_exposure,max_agent_completed,min_agent_completed,total_fleet_distance_m,mean_agents_offered_per_task,mean_recall_rounds_per_task,mean_candidates_scored_per_task,value_throughput_rate,mean_completion_value,value_loss_to_refusal,mean_bpr_along_route,time_lost_to_congestion_steps,n_traversals_in_jam,marginal_cost_ratio_vs_oracle,mean_allocation_time_us,mean_tam_dijkstra_steps,wallclock_ms
43,20,Tokyo_Small,train,MAPPO,3600,6,98,50,0.5102,1.0000,0.0000,846.6800,423.3400,0.4370,4.0505,255.5957,627.8750,1100.7487,0.8613,29.2571,26.7559,908.9057,228.4137,480.9082,80151.3594,0,0,-0.0001,0.6963,0.6931,1.3556,338,0.5102,0.4898,4.0466,177.0000,flat,0.2276,0.4154,1.6233,0.0000,1.0000,0.0000,35.4460,12,177.1069,0.0531,0.8303,7,1,55037.4336,3.4490,0.0000,3.4490,0.4991,0.8655,0.0000,1.8205,8825.7500,2,1.5971,472974.2812,7.4490,47129
43,21,Kyoto_Small,train,IPPO,3600,6,90,54,0.6000,1.0000,0.0000,856.6481,285.5494,0.5274,4.6471,305.1042,551.4651,1086.8336,0.7124,18.0546,16.7997,755.2514,210.8125,244.1000,40683.3320,0,0,-0.0000,0.8501,0.6931,1.4988,292,0.6000,0.4000,4.7236,631.4694,wave,0.2033,0.3586,1.7161,0.0000,1.0000,0.0000,87.7374,28,527.7628,0.3740,0.9069,8,2,58689.0156,3.2444,0.0000,3.2444,0.5976,0.7903,0.0000,5.0023,46317.1758,39,3.8556,233554.4375,6.5889,21969
43,22,Kyoto_Small,train,FaithfulMAPPER,3600,6,103,49,0.4757,1.0000,0.0000,903.5714,301.1905,0.6003,4.6406,237.2750,716.7778,1045.0089,0.8808,20.0139,17.4978,781.3772,190.4122,396.1553,66025.8906,0,0,-0.0002,0.9058,0.6931,1.0114,342,0.4757,0.5243,4.6772,631.4694,wave,0.1964,0.3527,1.6953,0.0000,1.0000,0.0000,28.2732,28,528.5850,0.3708,0.8001,8,2,51205.4375,3.3204,0.0000,3.3204,0.4213,0.6978,0.0000,6.1160,45382.9883,42,4.3504,385773.2812,6.3592,40804
43,23,Kyoto_Small,train,MAPPO,3600,6,107,58,0.5421,1.0000,0.0000,793.4138,264.4713,0.5140,4.6407,267.7200,522.2826,1066.3541,0.7966,19.9816,18.4126,814.6475,192.8929,613.1495,102191.5859,0,0,-0.0000,1.1812,0.6931,1.6250,332,0.5421,0.4579,4.6581,631.4694,wave,0.2353,0.4242,1.5552,0.0000,1.0000,0.0000,54.4492,24,527.9395,0.3830,0.9696,9,2,61848.5352,3.1028,0.0000,3.1028,0.5881,0.8676,0.0000,5.9804,27190.5508,34,2.3636,602994.0625,6.4766,65607
43,24,LosAngeles_Small,train,IPPO,3600,6,106,54,0.5094,1.0000,0.0000,809.4074,202.3519,0.7046,4.3356,253.5652,671.5641,991.6818,0.7822,24.0225,22.4956,735.7393,221.4839,686.4434,114407.2344,0,0,-0.0000,0.8876,0.6931,1.4861,376,0.5094,0.4906,4.3612,519.0942,ramp_up_down,0.2576,0.4864,1.7403,0.0000,1.0000,0.0000,55.2289,24,460.6020,0.3046,0.8132,10,1,53550.8125,3.5472,0.0000,3.5472,0.4861,0.7408,0.0000,2.5574,16316.3105,11,1.5283,675207.8750,6.2453,72763
43,25,LosAngeles_Small,train,FaithfulMAPPER,3600,6,108,55,0.5093,1.0000,0.0000,711.4000,237.1333,0.6012,4.3367,232.7447,532.1628,1043.4473,0.8966,23.7605,21.2860,801.8602,210.1554,696.1852,116030.8672,0,0,-0.0006,0.7008,0.6931,0.8394,386,0.5093,0.4907,4.3804,519.0942,ramp_up_down,0.2899,0.5172,1.7368,0.0000,1.0000,0.0000,24.0552,24,460.4986,0.3029,0.8520,9,2,57389.5977,3.5741,0.0000,3.5741,0.5028,0.8586,0.0000,2.7395,15534.7041,24,3.0164,686283.1250,7.5185,75188
43,26,LosAngeles_Small,train,MAPPO,3600,6,101,54,0.5347,1.0000,0.0000,760.1296,253.3765,0.5546,4.3320,234.8667,499.5000,974.9971,0.8303,23.6239,20.8409,841.1167,241.5169,634.6436,105773.9297,0,0,-0.0002,0.8139,0.6931,1.4912,319,0.5347,0.4653,4.3575,519.0942,ramp_up_down,0.2738,0.5017,1.6259,0.0000,1.0000,0.0000,39.8672,28,460.3278,0.3138,0.9460,10,1,52649.8438,3.1584,0.0000,3.1584,0.5198,0.8256,0.0000,4.3656,23879.2520,23,3.7260,623272.3750,6.9901,64099
43,27,Tokyo_Small,train,IPPO,3600,6,104,65,0.6250,1.0000,0.0000,910.3538,227.5885,0.7842,4.6555,243.0862,657.5510,868.4561,0.7145,28.2352,25.0403,708.9465,229.1617,806.7885,134464.7500,0,0,-0.0002,0.6289,0.6931,1.2879,340,0.6250,0.3750,4.7138,1125.4863,wave,0.2138,0.3958,1.5411,0.0000,1.0000,0.0000,69.3950,28,937.6739,0.3672,0.8838,11,3,56449.6484,3.2692,0.0000,3.2692,0.6762,0.7166,0.0000,4.5613,46293.8398,42,2.4733,788559.7500,8.4038,83906
43,28,Tokyo_Small,train,FaithfulMAPPER,3600,6,109,62,0.5688,1.0000,0.0000,723.4677,180.8669,0.6702,4.6571,245.1154,610.3778,1134.1843,0.9254,29.2568,27.5133,911.5599,256.0618,690.6331,115105.5078,0,0,-0.0004,0.7081,0.6931,1.1030,353,0.5688,0.4312,4.6973,1125.4863,wave,0.2309,0.4075,1.6079,0.0000,1.0000,0.0000,18.2785,24,937.6094,0.3628,0.9009,9,2,70319.4297,3.2385,0.0000,3.2385,0.5614,0.8977,0.0000,4.2682,38549.9492,35,2.8057,672584.3750,6.9266,75279
43,29,Tokyo_Small,train,MAPPO,3600,6,110,61,0.5545,1.0000,0.0000,948.1967,237.0492,0.6908,4.6562,275.5283,675.2444,1048.9904,0.7614,29.2905,27.6225,981.4790,208.8512,921.1364,153522.7344,0,0,-0.0000,1.2356,0.6931,1.9040,344,0.5545,0.4455,4.6986,1125.4863,wave,0.3067,0.5636,1.5935,0.0000,1.0000,0.0000,65.7302,28,937.7397,0.3640,0.8697,12,2,63988.4102,3.1273,0.0000,3.1273,0.3985,0.7231,0.0000,4.7822,38425.5664,42,3.3758,903635.8750,7.2455,101325
