seed,global_episode,city,phase,policy_mode,total_steps,n_agents_max,tasks_appeared,tasks_completed,throughput_rate,accept_rate,refuse_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,bbox_area_km2,convex_hull_km2,mean_pd_hav_m,mean_nn_pickup_m,compute_time_per_task_ms,compute_time_per_decision_us,pairing_violations,capacity_violations,actor_loss,critic_loss,entropy,adv_std,n_experiences,completion_per_accepted,unfinished_accept_rate,mean_congestion_at_decision,n_ghost_active_mean,congestion_profile,agent_completed_gini,agent_completed_std,mean_imp_accepted,mean_imp_refused,accept_rate_high_cong,accept_rate_low_cong,mean_extra_steps_per_task,wallclock_ms
43,10,LosAngeles_Small,train,FaithfulMAPPER,3600,8,119,61,0.5126,0.9664,0.0336,735.6393,183.9098,0.5139,0.9825,292.0833,413.8108,1226.3214,0.8397,23.4781,21.3960,842.8406,219.4517,77.2437,9655.4619,0,0,-0.0110,4.8951,0.6930,0.5286,231,0.5304,0.4696,0.9838,6.5039,ramp_up_down,0.3378,0.6007,1.2462,1.4735,0.9744,0.5000,46.8191,9192
43,11,LosAngeles_Small,train,MAPPO,3600,8,140,69,0.4929,0.9429,0.0571,592.6087,197.5362,0.4222,0.9674,216.3929,381.5417,1024.6261,0.9470,23.9202,21.3527,799.8849,205.4038,96.3714,12046.4287,0,0,-0.0009,6.0924,0.6930,2.0996,252,0.5227,0.4773,0.9857,6.5039,ramp_up_down,0.4828,0.9009,1.2249,1.4258,0.9493,0.5000,11.4676,13492
43,12,Tokyo_Small,train,FaithfulMAPPER,3600,8,153,72,0.4706,0.9477,0.0523,847.5972,847.5972,0.1940,1.0001,275.6212,589.0728,1155.2825,0.8383,28.8295,26.6624,855.1929,197.5811,58.4771,7309.6406,0,0,-0.0002,8.0969,0.6929,0.6607,312,0.4966,0.5034,1.0009,2.0000,flat,0.3949,0.7169,1.2678,1.2196,0.9477,0.0000,44.5647,8947
43,13,Tokyo_Small,train,MAPPO,3600,8,125,74,0.5920,0.9440,0.0560,581.7973,290.8987,0.2980,1.0002,189.2500,411.1296,984.5032,1.0000,29.7867,26.8805,875.8207,215.9338,40.2480,5031.0000,0,0,0.0120,4.4848,0.6930,1.9287,237,0.6271,0.3729,1.0000,2.0000,flat,0.2886,0.5216,1.2173,1.5675,0.9440,0.0000,0.0000,5031
43,14,Kyoto_Small,train,FaithfulMAPPER,3600,8,127,46,0.3622,0.8976,0.1024,668.0652,668.0652,0.2064,0.9846,196.8095,492.0750,1127.6798,1.0000,19.8928,18.4698,789.7633,191.5159,110.4961,13812.0078,0,0,0.0689,11.9039,0.6930,0.4633,202,0.4035,0.5965,1.0008,12.1967,wave,0.4074,0.8018,1.2059,1.2828,0.8976,0.0000,0.0000,14033
43,15,Kyoto_Small,train,MAPPO,3600,8,132,57,0.4318,0.9773,0.0227,846.7719,846.7719,0.2061,0.9844,229.7083,550.7750,1079.0237,0.9395,19.9388,17.6656,797.4752,157.1149,220.3712,27546.4023,0,0,-0.0084,12.6154,0.6928,2.8291,273,0.4419,0.5581,0.9924,12.1967,wave,0.4429,0.8486,1.2445,1.1208,0.9847,0.0000,13.9036,29089
43,16,LosAngeles_Small,train,FaithfulMAPPER,3600,8,136,46,0.3382,0.9191,0.0809,938.5870,469.2935,0.3203,0.9773,262.3488,629.1470,1210.0248,0.9225,24.2468,20.9970,878.6635,186.5114,278.3162,34789.5234,0,0,-0.0026,17.6803,0.6930,0.4014,245,0.3680,0.6320,0.9783,6.5039,ramp_up_down,0.4317,0.8172,1.2258,1.2507,0.9323,0.3333,20.3439,37851
43,17,LosAngeles_Small,train,MAPPO,3600,8,119,40,0.3361,0.9328,0.0672,694.8250,694.8250,0.1729,0.9670,179.2500,568.3793,891.4116,0.9946,23.9712,22.2026,873.5883,212.7942,263.1008,32887.6055,0,0,-0.0020,17.6247,0.6924,3.0879,253,0.3604,0.6396,0.9664,6.5039,ramp_up_down,0.5040,1.0277,1.2735,1.1957,0.9565,0.2500,0.9677,31309
43,18,Tokyo_Small,train,FaithfulMAPPER,3600,8,135,74,0.5481,0.9704,0.0296,800.9324,200.2331,0.5767,0.9842,216.3333,617.9500,1045.9050,0.9669,27.5435,25.2312,836.4753,203.7994,51.2519,6406.4814,0,0,0.0131,6.7121,0.6929,0.7181,264,0.5649,0.4351,0.9926,12.1967,wave,0.1979,0.3617,1.3019,1.1893,0.9776,0.0000,7.1523,6919
43,19,Tokyo_Small,train,MAPPO,3600,8,125,58,0.4640,0.9440,0.0560,815.0345,407.5172,0.3449,0.9848,250.0833,568.7556,1155.5652,0.9241,29.3546,27.6972,931.2655,219.5377,199.6800,24960.0000,0,0,-0.0025,11.4071,0.6909,3.1830,224,0.4915,0.5085,0.9766,12.1967,wave,0.5212,0.9755,1.2473,1.1142,0.9590,0.3333,18.9703,24960
43,20,Kyoto_Small,train,FaithfulMAPPER,3600,8,124,79,0.6371,0.9677,0.0323,748.9367,249.6456,0.4197,1.0002,250.2985,510.2364,996.3823,0.7962,19.7947,18.6290,809.2379,182.5468,26.6935,3336.6936,0,0,-0.0036,6.0420,0.6929,0.4707,230,0.6583,0.3417,1.0010,2.0000,flat,0.4545,0.8880,1.2224,0.8261,0.9677,0.0000,51.0220,3310
43,21,Kyoto_Small,train,MAPPO,3600,8,128,74,0.5781,0.9688,0.0312,556.2027,185.4009,0.3892,1.0001,189.9000,380.7592,815.7183,0.8591,19.4160,18.0365,761.9093,189.2672,32.3281,4041.0156,0,0,0.0115,7.6470,0.6901,2.3759,274,0.5968,0.4032,1.0000,2.0000,flat,0.4502,0.8091,1.2568,1.2718,0.9688,0.0000,26.7563,4138
43,22,LosAngeles_Small,train,FaithfulMAPPER,3600,8,108,45,0.4167,0.9259,0.0741,623.7556,0.0000,0.0933,0.9909,241.7073,359.3636,940.2841,0.7780,23.3634,20.4521,811.5785,211.0967,380.4815,47560.1836,0,0,0.0012,15.4740,0.6930,0.3622,211,0.4500,0.5500,0.9727,6.5039,ramp_up_down,0.3953,0.8845,1.3236,1.5604,0.9429,0.3333,53.6505,41092
43,23,LosAngeles_Small,train,MAPPO,3600,8,132,33,0.2500,0.9621,0.0379,716.1212,716.1212,0.1544,0.9586,206.1481,568.0385,1145.3453,1.0000,23.6379,21.5957,848.9919,202.6291,629.2500,78656.2500,0,0,0.0207,19.6500,0.6903,3.2225,263,0.2598,0.7402,0.9928,6.5039,ramp_up_down,0.4267,0.8153,1.3328,1.0332,0.9695,0.0000,0.0000,83061
43,24,Tokyo_Small,train,FaithfulMAPPER,3600,8,135,86,0.6370,0.9481,0.0519,731.2907,365.6454,0.3517,1.0002,258.5286,537.3860,1146.0118,0.8866,29.8779,26.9504,861.7654,200.6514,37.5407,4692.5928,0,0,0.0211,5.1064,0.6925,0.6471,223,0.6719,0.3281,1.0000,5.8000,shock_burst,0.2993,0.5667,1.2140,0.8622,0.9481,0.0000,29.3262,5068
43,25,Tokyo_Small,train,MAPPO,3600,8,135,89,0.6593,0.9333,0.0667,726.7079,726.7079,0.1441,1.0002,218.3649,500.4237,892.2354,0.8172,29.6501,28.1062,771.7720,188.6865,60.2519,7531.4814,0,0,-0.0044,5.7256,0.6912,2.3551,295,0.7063,0.2937,1.0000,5.8000,shock_burst,0.4507,0.8082,1.2727,1.5011,0.9333,0.0000,39.9178,8134
43,26,Kyoto_Small,train,FaithfulMAPPER,3600,8,115,49,0.4261,0.9652,0.0348,683.5102,341.7551,0.3496,0.9843,194.1429,524.2368,989.8578,1.0000,19.8026,18.1842,837.9169,177.4709,125.3913,15673.9131,0,0,0.0364,8.8912,0.6922,0.4564,202,0.4414,0.5586,0.9826,6.5039,ramp_up_down,0.4506,0.8317,1.2789,1.3652,0.9735,0.5000,0.0000,14420
43,27,Kyoto_Small,train,MAPPO,3600,8,144,61,0.4236,0.9861,0.0139,569.1967,284.5984,0.3234,0.9935,171.5926,382.9200,925.6639,1.0000,19.4483,18.0877,739.3914,134.0696,167.5069,20938.3672,0,0,0.0018,13.0644,0.6910,3.3523,312,0.4296,0.5704,0.9861,6.5039,ramp_up_down,0.4992,0.9909,1.2948,1.2138,0.9930,0.5000,0.0000,24121
43,28,LosAngeles_Small,train,FaithfulMAPPER,3600,8,124,41,0.3306,0.9758,0.0242,697.4390,348.7195,0.3738,1.0002,235.9394,502.0000,1095.7206,0.9288,23.2446,22.0988,843.3779,229.1113,378.2661,47283.2656,0,0,-0.0039,15.4518,0.6923,0.3275,221,0.3388,0.6612,1.0000,5.8000,shock_burst,0.5833,1.1547,1.2327,1.4392,0.9758,0.0000,16.7953,46905
43,29,LosAngeles_Small,train,MAPPO,3600,8,124,56,0.4516,0.9677,0.0323,835.8214,278.6071,0.4010,1.0004,256.5957,491.9697,985.1116,0.7678,23.5855,21.3703,857.7709,206.1825,130.3387,16292.3389,0,0,0.0064,12.2244,0.6904,2.9453,268,0.4667,0.5333,1.0000,5.8000,shock_burst,0.4405,0.8819,1.2322,1.0607,0.9677,0.0000,59.5734,16162
43,30,Tokyo_Small,train,FaithfulMAPPER,3600,8,109,59,0.5413,0.9358,0.0642,831.9661,831.9661,0.2399,0.9843,289.9796,560.9575,1353.4974,0.9335,29.6510,29.0859,1066.1313,259.1300,88.6697,11083.7158,0,0,-0.0237,7.9050,0.6927,0.7137,203,0.5784,0.4216,0.9913,12.1967,wave,0.2744,0.4992,1.2610,1.3441,0.9444,0.0000,19.2801,9665
43,31,Tokyo_Small,train,MAPPO,3600,8,121,53,0.4380,0.8843,0.1157,827.8491,827.8491,0.1488,0.9841,285.1489,495.5946,1358.8750,0.9531,29.7384,28.1883,898.5743,224.2305,56.5620,7070.2480,0,0,-0.0421,10.8847,0.6915,3.1507,228,0.4953,0.5047,0.9917,12.1967,wave,0.3594,0.6764,1.2719,1.1978,0.8917,0.0000,13.3739,6844
43,32,Kyoto_Small,train,FaithfulMAPPER,3600,8,118,58,0.4915,0.9831,0.0169,845.7241,281.9081,0.3976,1.0003,255.6154,538.9286,1257.2319,0.9837,19.8219,17.8540,925.1190,176.3278,279.7542,34969.2812,0,0,-0.0024,12.4928,0.6931,0.4794,220,0.5000,0.5000,1.0000,2.0000,flat,0.4064,0.7555,1.2173,0.9530,0.9831,0.0000,4.1690,33011
43,33,Kyoto_Small,train,MAPPO,3600,8,153,75,0.4902,0.9804,0.0196,705.7600,176.4400,0.5081,1.0003,245.6000,445.3276,1243.7551,1.0000,20.0707,18.5325,865.5790,162.9242,34.5817,4322.7124,0,0,0.0034,5.8630,0.6927,2.3288,324,0.5000,0.5000,1.0000,2.0000,flat,0.4646,0.8717,1.2445,1.2164,0.9804,0.0000,0.0000,5291
43,34,LosAngeles_Small,train,FaithfulMAPPER,3600,8,125,37,0.2960,0.9360,0.0640,695.6486,695.6486,0.1966,0.9842,201.7000,457.4333,1137.4355,1.0000,23.6274,21.5232,911.4124,223.8490,423.5920,52949.0000,0,0,0.0176,14.9516,0.6931,0.3802,247,0.3162,0.6838,0.9920,12.1967,wave,0.5229,1.0718,1.1550,1.1710,0.9435,0.0000,0.0000,52949
43,35,LosAngeles_Small,train,MAPPO,3600,8,128,64,0.5000,0.9688,0.0312,706.4219,176.6055,0.5065,0.9842,220.3571,457.8163,1145.3290,1.0000,23.8219,21.8795,899.7593,196.3970,85.3125,10664.0625,0,0,-0.0130,10.6739,0.6931,3.2009,263,0.5161,0.4839,1.0000,12.1967,wave,0.3885,0.8013,1.2098,1.0653,0.9688,0.0000,0.0000,10920
43,36,Tokyo_Small,train,FaithfulMAPPER,3600,8,113,73,0.6460,0.9558,0.0442,932.5068,466.2534,0.3468,1.0005,342.3846,566.1346,1300.1965,0.7595,29.6319,27.4504,986.1373,201.4215,47.4071,5925.8848,0,0,-0.0266,7.9506,0.6926,0.6820,210,0.6759,0.3241,1.0010,5.8000,shock_burst,0.3845,0.6936,1.2528,0.9632,0.9558,0.0000,82.3453,5357
43,37,Tokyo_Small,train,MAPPO,3600,8,120,64,0.5333,0.9167,0.0833,913.9219,304.6406,0.3833,1.0005,323.3091,493.9773,1367.9606,0.8462,29.4725,27.2237,988.8826,255.5830,53.3000,6662.5000,0,0,-0.0083,9.8006,0.6930,3.1461,247,0.5818,0.4182,1.0000,5.8000,shock_burst,0.4744,1.0074,1.2410,1.2835,0.9167,0.0000,49.7170,6396
43,38,Kyoto_Small,train,FaithfulMAPPER,3600,8,135,63,0.4667,0.9778,0.0222,782.8730,260.9577,0.3874,0.9553,217.3148,556.3830,1026.2540,0.9445,19.3258,17.3279,803.8044,143.8726,101.8963,12737.0371,0,0,0.0335,9.1099,0.6921,0.4651,238,0.4773,0.5227,0.9861,9.5000,building_up,0.3857,0.7399,1.3145,1.2214,0.9850,0.5000,12.0640,13756
43,39,Kyoto_Small,train,MAPPO,3600,8,123,61,0.4959,0.9593,0.0407,675.6885,337.8443,0.2765,0.9864,242.0909,442.2292,1037.1587,0.8568,19.8233,17.9607,876.8972,189.6396,30.9593,3869.9187,0,0,0.0029,6.7753,0.6929,2.5943,231,0.5169,0.4831,0.9675,9.5000,building_up,0.2804,0.4995,1.2534,1.2502,0.9748,0.5000,34.6592,3808
43,40,LosAngeles_Small,train,FaithfulMAPPER,3600,8,136,57,0.4191,0.9412,0.0588,701.3333,701.3333,0.1608,1.0002,203.4200,500.3333,1091.2313,1.0000,24.0690,20.4851,782.3215,187.1888,81.3309,10166.3604,0,0,0.0498,6.7187,0.6923,0.4557,238,0.4453,0.5547,1.0000,5.8000,shock_burst,0.4821,0.8771,1.2896,1.3699,0.9412,0.0000,0.0000,11061
43,41,LosAngeles_Small,train,MAPPO,3600,8,127,52,0.4094,0.9685,0.0315,782.1731,782.1731,0.1591,1.0001,271.8696,531.9318,1075.1311,0.7909,23.6288,22.0696,869.8074,200.8455,120.9134,15114.1729,0,0,-0.0059,13.5160,0.6930,3.6345,240,0.4228,0.5772,1.0000,5.8000,shock_burst,0.3590,0.6671,1.2133,1.2994,0.9685,0.0000,56.8434,15356
43,42,Tokyo_Small,train,FaithfulMAPPER,3600,8,112,66,0.5893,0.9018,0.0982,618.0455,309.0227,0.3284,0.9587,217.4590,418.0000,1199.0569,1.0000,29.3314,26.4627,792.9553,244.8315,21.5268,2690.8481,0,0,-0.0395,1.3675,0.6922,0.5111,199,0.6535,0.3465,0.9832,6.5039,ramp_up_down,0.2485,0.4778,1.2107,1.3791,0.9182,0.0000,0.0000,2411
43,43,Tokyo_Small,train,MAPPO,3600,8,117,80,0.6838,0.9658,0.0342,637.0750,318.5375,0.3281,0.9946,242.8841,375.1250,975.2802,0.8031,29.5671,26.4207,759.2404,202.6414,42.3248,5290.5981,0,0,-0.0070,5.1674,0.6931,2.2432,225,0.7080,0.2920,0.9829,6.5039,ramp_up_down,0.3085,0.5817,1.2865,1.5163,0.9739,0.5000,47.8280,4952
43,44,Kyoto_Small,train,FaithfulMAPPER,3600,8,133,64,0.4812,0.9850,0.0150,821.8906,273.9635,0.3953,0.9866,237.5263,484.6471,1100.9637,0.9270,19.5974,18.1975,836.6666,188.9793,133.3383,16667.2930,0,0,-0.0410,9.4779,0.6917,0.5851,271,0.4885,0.5115,0.9873,9.5000,building_up,0.3978,0.8743,1.2895,1.5558,0.9924,0.5000,17.3336,17734
43,45,Kyoto_Small,train,MAPPO,3600,8,128,59,0.4609,0.9531,0.0469,698.7458,698.7458,0.2302,0.9632,213.5625,462.6279,935.0995,0.8757,19.7711,18.3129,818.1895,188.9799,86.0703,10758.7891,0,0,-0.0179,9.0572,0.6929,2.9054,234,0.4836,0.5164,0.9844,9.5000,building_up,0.4400,0.8227,1.2286,1.2645,0.9603,0.5000,26.5426,11017
43,46,LosAngeles_Small,train,FaithfulMAPPER,3600,8,129,71,0.5504,0.9612,0.0388,714.5493,714.5493,0.1906,0.9601,246.4098,433.7451,1154.5416,0.9371,23.8359,22.2751,882.3536,203.2656,102.4806,12810.0771,0,0,0.0619,10.3877,0.6922,0.6370,242,0.5726,0.4274,0.9788,6.5039,ramp_up_down,0.3451,0.6423,1.2517,1.1131,0.9762,0.3333,15.5015,13220
43,47,LosAngeles_Small,train,MAPPO,3600,8,127,56,0.4409,0.9764,0.0236,921.8214,0.0000,0.1233,0.9870,291.1702,662.0000,1139.3206,0.7826,23.8243,22.7143,891.7598,203.8032,93.3858,11673.2285,0,0,-0.0001,11.0983,0.6927,3.2107,255,0.4516,0.5484,0.9843,6.5039,ramp_up_down,0.3990,0.7180,1.2137,1.6902,0.9840,0.5000,63.3061,11860
43,48,Tokyo_Small,train,FaithfulMAPPER,3600,8,132,87,0.6591,0.9242,0.0758,696.5977,232.1992,0.4177,0.9982,205.6164,511.4068,809.8797,0.7878,28.4553,26.2045,715.0383,223.5891,40.0455,5005.6816,0,0,0.0048,3.8879,0.6913,0.5500,209,0.7131,0.2869,0.9852,12.1967,wave,0.3247,0.5928,1.2698,1.1038,0.9308,0.5000,43.6405,5286
43,49,Tokyo_Small,train,MAPPO,3600,8,127,52,0.4094,0.9370,0.0630,718.0961,239.3654,0.3947,0.9841,268.3111,407.2273,1312.3495,0.9782,28.7823,26.2551,916.7435,214.9049,134.7244,16840.5508,0,0,-0.0368,10.1389,0.6926,3.1871,229,0.4370,0.5630,0.9925,12.1967,wave,0.3706,0.6630,1.2337,1.3150,0.9444,0.0000,5.8412,17110
43,50,Kyoto_Small,train,FaithfulMAPPER,3600,8,131,76,0.5802,0.9389,0.0611,648.0132,324.0066,0.2775,0.9625,213.6875,381.7000,905.5363,0.8475,20.1130,18.7588,801.9055,164.2039,108.7710,13596.3740,0,0,0.0414,11.8882,0.6919,0.5404,242,0.6179,0.3821,0.9775,6.5039,ramp_up_down,0.4276,0.8479,1.2735,1.4052,0.9531,0.3333,32.5802,14249
43,51,Kyoto_Small,train,MAPPO,3600,8,133,85,0.6391,0.9774,0.0226,792.8353,396.4176,0.2841,0.9926,252.0811,542.7931,1017.8311,0.8075,19.8115,18.3952,784.1024,183.9856,39.8120,4976.5039,0,0,-0.0009,8.5759,0.6925,2.9353,254,0.6538,0.3462,0.9857,6.5039,ramp_up_down,0.3418,0.6046,1.2344,1.6693,0.9847,0.5000,48.5149,5295
43,52,LosAngeles_Small,train,FaithfulMAPPER,3600,8,134,64,0.4776,0.9328,0.0672,804.0312,268.0104,0.4318,0.9876,236.7857,562.3800,1212.3447,1.0000,23.4667,20.2696,874.0117,186.8695,55.3507,6918.8433,0,0,0.0010,2.9954,0.6915,0.5476,215,0.5120,0.4880,0.9776,6.5039,ramp_up_down,0.4441,0.8123,1.1972,1.3625,0.9466,0.3333,0.0000,7417
43,53,LosAngeles_Small,train,MAPPO,3600,8,128,39,0.3047,0.9531,0.0469,919.2820,919.2820,0.2125,0.9680,220.2424,648.8710,1083.1462,0.9836,23.7504,20.6214,918.1454,193.1074,225.8984,28237.3047,0,0,0.0375,16.5713,0.6919,3.4970,257,0.3197,0.6803,0.9844,6.5039,ramp_up_down,0.4779,0.9245,1.3005,1.1497,0.9603,0.5000,3.6132,28915
43,54,Tokyo_Small,train,FaithfulMAPPER,3600,8,129,79,0.6124,0.9302,0.0698,699.3418,699.3418,0.2288,0.9739,201.3662,545.7000,1052.4048,1.0000,27.4957,24.6583,860.7539,198.3828,38.1008,4762.5967,0,0,0.0642,3.6200,0.6893,0.6775,202,0.6583,0.3417,0.9771,6.5039,ramp_up_down,0.4823,0.8830,1.2882,1.1864,0.9444,0.3333,0.0000,4915
43,55,Tokyo_Small,train,MAPPO,3600,8,112,60,0.5357,0.9107,0.0893,826.4833,413.2417,0.3167,0.9886,305.3529,453.5349,1277.3649,0.8366,29.3250,25.8753,834.4115,244.1315,92.2500,11531.2500,0,0,0.0162,7.4702,0.6914,2.6882,227,0.5882,0.4118,0.9821,6.5039,ramp_up_down,0.2125,0.3931,1.2678,1.3274,0.9182,0.5000,49.8800,10332
43,56,Kyoto_Small,train,FaithfulMAPPER,3600,8,136,79,0.5809,0.9926,0.0074,772.2911,386.1456,0.3214,0.9842,274.3134,527.5306,1069.6943,0.7799,20.0867,18.8119,751.2288,178.9637,35.1544,4394.3013,0,0,0.0136,6.6808,0.6887,0.5826,278,0.5852,0.4148,0.9930,12.1967,wave,0.4713,0.8607,1.2115,1.9496,1.0000,0.0000,60.3746,4781
43,57,Kyoto_Small,train,MAPPO,3600,8,128,68,0.5312,0.9844,0.0156,812.3088,406.1544,0.2752,0.9965,243.4915,544.7692,996.9728,0.8189,19.7938,16.8083,838.8766,176.5936,98.6016,12325.1953,0,0,0.0156,12.8573,0.6908,3.5542,265,0.5397,0.4603,0.9851,12.1967,wave,0.4274,0.7534,1.2459,1.5099,0.9921,0.5000,44.0970,12621
43,58,LosAngeles_Small,train,FaithfulMAPPER,3600,8,123,59,0.4797,0.9593,0.0407,685.7119,228.5706,0.4773,1.0006,216.4898,450.5869,1024.1202,0.9461,22.6767,19.7583,793.1006,214.1112,100.0081,12501.0166,0,0,0.0026,4.9620,0.6913,0.4664,208,0.5000,0.5000,1.0000,2.0000,flat,0.4208,0.7782,1.2174,1.5545,0.9593,0.0000,11.6657,12301
43,59,LosAngeles_Small,train,MAPPO,3600,8,112,55,0.4911,0.9464,0.0536,802.9272,267.6424,0.4022,1.0001,290.2609,550.1429,1288.8162,0.8880,22.7908,20.5673,859.7608,228.7166,46.4018,5800.2231,0,0,-0.0155,7.8762,0.6902,2.8050,236,0.5189,0.4811,1.0000,2.0000,flat,0.3333,0.5995,1.3128,1.1898,0.9464,0.0000,32.4976,5197
43,60,Tokyo_Small,train,FaithfulMAPPER,3600,8,116,69,0.5948,0.9655,0.0345,612.5507,306.2754,0.2926,0.9775,208.4833,463.7636,1040.5792,0.9982,29.2371,26.3343,798.2904,232.2259,57.8707,7233.8364,0,0,-0.0418,5.3339,0.6897,0.5703,208,0.6161,0.3839,0.9828,9.5000,building_up,0.3566,0.6398,1.3254,1.1157,0.9737,0.5000,0.3675,6713
43,61,Tokyo_Small,train,MAPPO,3600,8,134,47,0.3507,0.9403,0.0597,915.5319,915.5319,0.2285,0.9734,337.0555,503.3333,1399.9399,0.8307,29.5589,26.7162,883.6716,223.2661,289.9925,36249.0664,0,0,-0.0014,15.4005,0.6885,3.7038,270,0.3730,0.6270,0.9851,9.5000,building_up,0.3647,0.6527,1.2321,1.5103,0.9470,0.5000,57.0676,38859
43,62,Kyoto_Small,train,FaithfulMAPPER,3600,8,105,76,0.7238,0.9714,0.0286,675.0395,225.0132,0.4817,0.9705,234.8594,377.5926,1042.4761,0.8877,19.9284,17.4001,732.8149,186.3356,16.6952,2086.9048,0,0,0.0085,1.1587,0.6902,0.4652,197,0.7451,0.2549,0.9723,6.5039,ramp_up_down,0.4013,0.7325,1.1885,1.5816,0.9902,0.3333,26.3642,1753
