seed,solver,city,scenario,episode,total_steps,n_agents,tasks_appeared,tasks_completed,tasks_refused,throughput_rate,accept_rate,latency_mean,latency_per_agent,mean_wait_steps,mean_trip_steps,mean_road_pd_m,mean_extra_steps_per_task,delivery_route_efficiency,total_fleet_distance_m,agent_utilisation,agent_completed_max,agent_completed_min,agent_completed_gini,agent_completed_std,mean_congestion,congestion_variance,peak_load,n_ghost_active_mean,mean_congestion_at_decision,mean_bpr_along_route,time_lost_to_congestion,n_traversals_in_jam,route_congestion_exposure,wallclock_ms,n_allocation_calls,compute_time_per_task_ms,compute_time_per_decision_us,n_replans,n_collisions_avoided,capacity_violations,pairing_violations
42,FaithfulCongestionAware,LosAngeles_Small,normal_wave,0,3600,6,106,29,0,0.273585,1,989.931,164.989,928.655,233,791.844,0,0,63236.4,0.896343,9,1,0.281609,0.512623,4.64408,0.148559,28,944.367,0,1,0,0,0,103059,0,972.17,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,normal_wave,1,3600,6,99,18,0,0.181818,1,1022.72,170.454,995.278,321.611,726.539,0,0,44969.5,0.860926,7,1,0.311111,0.571979,4.6563,0.138102,28,944.367,0,1,0,0,0,53188,0,537.162,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,normal_ramp,0,3600,6,98,35,0,0.357143,1,881.143,146.857,720.314,217.886,871.159,0,0,77778.1,0.908796,8,3,0.166667,0.303718,4.31795,0.0957992,28,519.094,0,1,0,0,0,106324,0,1084.87,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,normal_ramp,1,3600,6,103,29,0,0.281553,1,945.379,157.563,818.552,248.414,893.431,0,0,76686.7,0.967315,6,2,0.132184,0.278009,4.30507,0.105946,24,519.094,0,1,0,0,0,95698,0,929.019,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,stress_shock,0,3600,5,161,43,0,0.267081,1,998.163,199.633,975.674,175.558,720.116,0,0,69375.8,0.972111,11,5,0.139535,0.261046,4.18173,0.22366,24,430,0,1,0,0,0,230880,0,1433.98,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,stress_shock,1,3600,5,141,48,0,0.340426,1,944.021,188.804,835.979,145.354,541.685,0,0,65422.7,0.980667,14,5,0.175,0.313194,4.1817,0.225723,24,430,0,1,0,0,0,172938,0,1226.45,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,stress_buildup,0,3600,4,230,42,0,0.182609,1,828.952,207.238,612.548,216.405,531.452,0,0,43353.9,0.984792,12,9,0.0714286,0.142857,4.49159,0.131629,24,741.544,0,1,0,0,0,301339,0,1310.13,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,stress_buildup,1,3600,4,178,37,0,0.207865,1,1001.19,250.297,978.081,120.622,499.41,0,0,48741.7,0.979097,14,1,0.277027,0.537152,4.4888,0.131897,24,741.544,0,1,0,0,0,249014,0,1398.91,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,over_fleet,0,3600,60,42,35,0,0.833333,1,362,6.03333,170.686,229,840.923,0,0,62355.5,0.0928472,3,1,0.209091,0.409081,4.64525,0.14384,28,944.367,0,1,0,0,0,153296,0,3649.69,0,0,0,0,0
42,FaithfulCongestionAware,LosAngeles_Small,over_fleet,1,3600,60,55,51,0,0.927273,1,574.373,9.57288,206.353,371.922,1208.22,0,0,95148.8,0.160718,3,1,0.185121,0.370479,4.63374,0.133816,28,944.367,0,1,0,0,0,197384,0,3588.64,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,normal_wave,0,3600,6,123,17,0,0.138211,1,1032.65,172.108,829.824,202.824,700.793,0,0,47396.3,0.957593,6,1,0.305882,0.545507,4.65694,0.134754,28,1191.7,0,1,0,0,0,73674,0,598.886,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,normal_wave,1,3600,6,108,26,0,0.240741,1,968.423,161.404,987.462,196.538,746.854,0,0,56982.5,0.97338,6,2,0.153846,0.28782,4.65263,0.140521,28,1191.7,0,1,0,0,0,90554,0,838.37,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,normal_ramp,0,3600,6,108,33,0,0.305556,1,925.182,154.197,675.485,258.242,974.748,0,0,78727.3,0.937222,7,3,0.146465,0.272727,4.31861,0.0963137,24,655.015,0,1,0,0,0,112722,0,1043.62,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,normal_ramp,1,3600,6,118,36,0,0.305085,1,912.278,152.046,828.75,189.056,726.106,0,0,77386.1,0.970787,8,3,0.166667,0.30429,4.31609,0.100649,24,655.015,0,1,0,0,0,184987,0,1567.59,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,stress_shock,0,3600,5,173,43,0,0.248555,1,888.86,177.772,727.581,230.023,926.523,0,0,70297.5,0.984222,12,7,0.111628,0.215666,4.20706,0.208002,24,543.2,0,1,0,0,0,360311,0,2082.66,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,stress_shock,1,3600,5,177,41,0,0.231638,1,730.366,146.073,567.488,182.512,688.02,0,0,64123.7,0.984,9,5,0.0780488,0.195122,4.21284,0.212802,24,543.2,0,1,0,0,0,265136,0,1497.88,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,stress_buildup,0,3600,4,178,31,0,0.174157,1,1272.81,318.202,1304.45,142.29,458.967,0,0,48681.5,0.986528,14,3,0.282258,0.519144,4.49326,0.132001,32,935.74,0,1,0,0,0,278842,0,1566.46,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,stress_buildup,1,3600,4,192,24,0,0.125,1,1001.54,250.385,837.333,184.833,608.181,0,0,41284.2,0.989861,11,6,0.138889,0.270031,4.49535,0.127722,28,935.74,0,1,0,0,0,197321,0,1027.66,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,over_fleet,0,3600,60,52,46,0,0.884615,1,456.935,7.61558,164.935,304.891,905.324,0,0,74206.2,0.130597,3,1,0.176398,0.397297,4.64993,0.142708,28,1191.7,0,1,0,0,0,229035,0,4404.31,0,0,0,0,0
42,FaithfulCongestionAware,NewYork_Small,over_fleet,1,3600,60,51,45,0,0.882353,1,491.778,8.1963,166.533,341.956,940.443,0,0,75399.5,0.135644,3,1,0.202083,0.430331,4.6491,0.132764,28,1191.7,0,1,0,0,0,216634,0,4247.49,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,normal_wave,0,3600,6,97,29,0,0.298969,1,1000.66,166.776,929.69,191.138,580.464,0,0,58196.7,0.977639,10,2,0.270115,0.526356,4.65653,0.138575,32,1812.08,0,1,0,0,0,153980,0,1587.21,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,normal_wave,1,3600,6,108,27,0,0.25,1,1198,199.667,880.037,392.519,1051.46,0,0,63120.6,0.958935,6,2,0.179012,0.333333,4.65796,0.135268,32,1812.08,0,1,0,0,0,254675,0,2357.93,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,normal_ramp,0,3600,6,103,40,0,0.38835,1,847.15,141.192,669.7,249.9,880.708,0,0,80650.7,0.983287,8,4,0.0833333,0.187083,4.32829,0.099197,28,995.954,0,1,0,0,0,257667,0,2501.42,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,normal_ramp,1,3600,6,108,42,0,0.388889,1,818.452,136.409,647.595,226.071,829.474,0,0,77830.2,0.954954,9,5,0.103175,0.184428,4.33754,0.0953778,28,995.954,0,1,0,0,0,200952,0,1860.5,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,stress_shock,0,3600,5,149,44,0,0.295302,1,828.023,165.605,779.705,180.727,650.037,0,0,62852,0.968722,10,7,0.0727273,0.132522,4.24302,0.194701,24,825.8,0,1,0,0,0,445357,0,2988.86,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,stress_shock,1,3600,5,165,51,0,0.309091,1,903.451,180.69,788.902,147.882,551.612,0,0,63553.1,0.978056,13,4,0.180392,0.358346,4.24407,0.189488,24,825.8,0,1,0,0,0,474627,0,2876.42,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,stress_buildup,0,3600,4,212,43,0,0.20283,1,578.884,144.721,492.698,116.186,416.678,0,0,44689.6,0.987014,13,9,0.0755814,0.137583,4.50527,0.12203,24,1422.85,0,1,0,0,0,644858,0,3041.7,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,stress_buildup,1,3600,4,214,49,0,0.228972,1,908.939,227.235,824.898,131.367,475.24,0,0,52247.2,0.982292,16,11,0.0765306,0.17674,4.50331,0.119133,24,1422.85,0,1,0,0,0,727212,0,3398.1,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,over_fleet,0,3600,60,51,48,0,0.941176,1,525.208,8.75347,193.062,341.917,1021.08,0,0,73470.5,0.124352,3,1,0.205952,0.46398,4.66222,0.127052,28,1812.08,0,1,0,0,0,402855,0,7898.76,0,0,0,0,0
42,FaithfulCongestionAware,Paris_Small,over_fleet,1,3600,60,56,52,0,0.928571,1,506.788,8.44647,190.558,334.5,1089.97,0,0,82995.3,0.144509,2,1,0.166667,0.353553,4.65785,0.12352,28,1812.08,0,1,0,0,0,416828,0,7443.05,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,normal_wave,0,3600,6,105,23,0,0.219048,1,1076.3,179.384,962.217,199.478,742.311,0,0,52143.7,0.965509,11,1,0.417391,0.78502,4.65634,0.132471,28,1125.49,0,1,0,0,0,85414,0,813.362,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,normal_wave,1,3600,6,120,18,0,0.15,1,1543.83,257.306,1439.61,339,882.545,0,0,44795.7,0.94,5,2,0.2,0.376796,4.65321,0.145055,28,1125.49,0,1,0,0,0,106785,0,889.792,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,normal_ramp,0,3600,6,109,34,0,0.311927,1,989.176,164.863,820.912,257.735,933.764,0,0,75023.6,0.975,8,4,0.147059,0.263067,4.31573,0.102664,28,618.63,0,1,0,0,0,115682,0,1061.21,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,normal_ramp,1,3600,6,92,32,0,0.347826,1,1026.72,171.12,855.656,216.719,849.293,0,0,76482.7,0.947963,6,4,0.0729167,0.139754,4.31701,0.102989,24,618.63,0,1,0,0,0,74166,0,806.033,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,stress_shock,0,3600,5,129,45,0,0.348837,1,904.422,180.884,761.244,152.156,607.43,0,0,69218,0.968278,13,5,0.168889,0.306312,4.20625,0.209944,24,513.2,0,1,0,0,0,178417,0,1383,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,stress_shock,1,3600,5,162,50,0,0.308642,1,928.18,185.636,857.8,131.6,542.211,0,0,70139,0.983611,19,5,0.28,0.521536,4.2007,0.213992,24,513.2,0,1,0,0,0,250987,0,1549.24,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,stress_buildup,0,3600,4,206,25,0,0.121359,1,953.56,238.39,741.92,211.64,639.325,0,0,44908.2,0.990556,8,4,0.15,0.285657,4.4899,0.132847,36,883.755,0,1,0,0,0,282802,0,1372.77,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,stress_buildup,1,3600,4,202,22,0,0.108911,1,1453.55,363.386,1212.05,241.5,616.191,0,0,44079.1,0.987222,12,2,0.363636,0.710023,4.4899,0.12879,24,883.755,0,1,0,0,0,207556,0,1027.46,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,over_fleet,0,3600,60,49,44,0,0.897959,1,595.75,9.92917,293.568,361.523,1243.08,0,0,88992,0.142875,3,1,0.206061,0.421528,4.64806,0.134475,28,1125.49,0,1,0,0,0,198777,0,4056.47,0,0,0,0,0
43,FaithfulCongestionAware,Tokyo_Small,over_fleet,1,3600,60,57,48,0,0.842105,1,523.188,8.71979,217.229,344.562,1107.84,0,0,88944,0.154681,4,1,0.260057,0.53278,4.64512,0.142728,24,1125.49,0,1,0,0,0,229706,0,4029.74,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,normal_wave,0,3600,6,102,27,0,0.264706,1,940.704,156.784,733.889,348.222,900.782,0,0,59287.2,0.989676,6,2,0.166667,0.307653,4.6234,0.175357,28,631.469,0,1,0,0,0,46038,0,451.284,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,normal_wave,1,3600,6,103,23,0,0.223301,1,1127.35,187.891,1000.43,291.087,562.306,0,0,47766.5,0.954861,6,3,0.121739,0.221696,4.63289,0.167547,28,631.469,0,1,0,0,0,53652,0,520.845,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,normal_ramp,0,3600,6,97,36,0,0.371134,1,806.694,134.449,589.889,238.75,879.601,0,0,69638.2,0.911898,7,4,0.0833333,0.166667,4.29413,0.104594,24,347.136,0,1,0,0,0,41028,0,422.897,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,normal_ramp,1,3600,6,110,40,0,0.363636,1,915.45,152.575,779.225,201.6,735.443,0,0,80694.2,0.954213,10,5,0.133333,0.254951,4.27656,0.117803,24,347.136,0,1,0,0,0,67262,0,611.4,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,stress_shock,0,3600,5,158,45,0,0.28481,1,998.889,199.778,895.844,181.622,767.426,0,0,76015.2,0.984611,11,7,0.0977778,0.185924,4.12413,0.257312,24,288,0,1,0,0,0,133389,0,844.196,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,stress_shock,1,3600,5,144,37,0,0.256944,1,891.108,178.222,865.568,168.838,630.19,0,0,62802.6,0.970278,11,5,0.151351,0.27826,4.14108,0.254709,24,288,0,1,0,0,0,99129,0,688.354,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,stress_buildup,0,3600,4,230,34,0,0.147826,1,878.941,219.735,772.559,149.824,579.051,0,0,43993.6,0.987986,11,7,0.0882353,0.176471,4.46666,0.155535,28,495.862,0,1,0,0,0,140843,0,612.335,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,stress_buildup,1,3600,4,236,41,0,0.173729,1,780.78,195.195,703.902,155.024,527.01,0,0,51045.8,0.991389,13,9,0.0792683,0.159938,4.45935,0.169374,24,495.862,0,1,0,0,0,208091,0,881.712,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,over_fleet,0,3600,60,57,53,0,0.929825,1,485.604,8.0934,193.868,324.528,1101.22,0,0,92479.2,0.134375,4,1,0.213157,0.474332,4.6088,0.168431,24,631.469,0,1,0,0,0,77640,0,1362.02,0,0,0,0,0
43,FaithfulCongestionAware,Kyoto_Small,over_fleet,1,3600,60,48,44,0,0.916667,1,431.75,7.19583,131.864,314.659,1055.54,0,0,76300,0.121981,3,1,0.162338,0.396264,4.63594,0.133215,24,631.469,0,1,0,0,0,75499,0,1572.79,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,normal_wave,0,3600,6,100,30,0,0.3,1,1013.03,168.839,768.933,300.767,1070.22,0,0,69968.2,0.979537,9,3,0.186667,0.333333,4.63749,0.153349,28,944.367,0,1,0,0,0,64951,0,649.43,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,normal_wave,1,3600,6,107,34,0,0.317757,1,994.235,165.706,824.5,243.912,720.957,0,0,58312.3,0.949815,8,5,0.0941176,0.171499,4.64315,0.147467,28,944.367,0,1,0,0,0,104118,0,972.991,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,normal_ramp,0,3600,6,99,40,0,0.40404,1,855.825,142.638,692.05,208.45,788.541,0,0,74468.1,0.913981,8,5,0.0916667,0.165831,4.3189,0.095295,24,519.094,0,1,0,0,0,75390,0,761.434,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,normal_ramp,1,3600,6,119,42,0,0.352941,1,776.357,129.393,660.333,203.69,832.067,0,0,75561.5,0.918333,11,5,0.142857,0.285714,4.3159,0.0984525,24,519.094,0,1,0,0,0,91893,0,772.143,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,stress_shock,0,3600,5,191,47,0,0.246073,1,824.511,164.902,739.851,144.34,620.101,0,0,67210.3,0.971,13,6,0.153191,0.27413,4.18839,0.226346,28,430,0,1,0,0,0,194787,0,1019.78,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,stress_shock,1,3600,5,156,40,0,0.25641,1,1176.35,235.27,1103.83,185.95,668.53,0,0,62573.2,0.976222,9,6,0.07,0.136931,4.18389,0.224024,24,430,0,1,0,0,0,205350,0,1316.29,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,stress_buildup,0,3600,4,234,35,0,0.149573,1,879.314,219.829,702.457,176.857,582.845,0,0,47586.7,0.989722,16,4,0.278571,0.519812,4.48596,0.137123,28,741.544,0,1,0,0,0,222020,0,948.769,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,stress_buildup,1,3600,4,198,31,0,0.156566,1,831.484,207.871,722.355,145.419,577.196,0,0,52762.4,0.986111,9,6,0.0725806,0.14061,4.49316,0.129854,24,741.544,0,1,0,0,0,185480,0,936.727,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,over_fleet,0,3600,60,53,41,0,0.773585,1,592.122,9.8687,263.902,405.122,1120.81,0,0,88840.8,0.173718,3,1,0.190767,0.386414,4.63494,0.153042,28,944.367,0,1,0,0,0,126332,0,2383.47,0,0,0,0,0
43,FaithfulCongestionAware,LosAngeles_Small,over_fleet,1,3600,60,54,52,0,0.962963,1,493.038,8.21731,185.423,312.731,1021.62,0,0,81566.2,0.130167,3,1,0.186071,0.386534,4.64262,0.134605,28,944.367,0,1,0,0,0,133792,0,2477.48,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,normal_wave,0,3600,6,130,32,0,0.246154,1,924.344,154.057,914.094,147.688,492.169,0,0,55835.7,0.96213,9,3,0.2,0.364434,4.65134,0.140829,28,1191.7,0,1,0,0,0,104829,0,806.3,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,normal_wave,1,3600,6,99,25,0,0.252525,1,870.6,145.1,835.8,162.4,622.434,0,0,53407.2,0.909722,8,4,0.13,0.236643,4.65586,0.134342,28,1191.7,0,1,0,0,0,72625,0,733.485,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,normal_ramp,0,3600,6,102,37,0,0.362745,1,1003.38,167.23,792.135,235.676,909.122,0,0,71648.2,0.962963,10,3,0.220721,0.390725,4.3197,0.0995616,28,655.015,0,1,0,0,0,99583,0,976.216,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,normal_ramp,1,3600,6,99,39,0,0.393939,1,1083.95,180.658,996.795,173.769,655.046,0,0,76389.4,0.952083,9,2,0.192308,0.363524,4.31666,0.104054,24,655.015,0,1,0,0,0,102415,0,1034.4,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,stress_shock,0,3600,5,135,46,0,0.340741,1,673.652,134.73,633.761,124.196,478.233,0,0,62377.7,0.968222,13,4,0.173913,0.325362,4.21235,0.204644,24,543.2,0,1,0,0,0,173154,0,1282.54,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,stress_shock,1,3600,5,165,50,0,0.30303,1,925.08,185.016,827.66,133.1,493.708,0,0,62420.1,0.984111,14,7,0.136,0.244949,4.20593,0.212065,24,543.2,0,1,0,0,0,216670,0,1313.09,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,stress_buildup,0,3600,4,192,28,0,0.145833,1,1123.57,280.893,940.321,232.5,707.812,0,0,46179,0.990139,11,4,0.196429,0.364216,4.49258,0.131772,24,935.74,0,1,0,0,0,166548,0,867.391,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,stress_buildup,1,3600,4,248,46,0,0.185484,1,1066.93,266.734,955.174,126.37,478.505,0,0,53872.2,0.983681,15,6,0.152174,0.291661,4.49203,0.12641,24,935.74,0,1,0,0,0,423304,0,1706.83,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,over_fleet,0,3600,60,49,42,0,0.857143,1,376.405,6.27341,191.024,226.667,877.63,0,0,73537.5,0.122319,3,1,0.214286,0.473804,4.65447,0.133007,36,1191.7,0,1,0,0,0,172434,0,3518.86,0,0,0,0,0
43,FaithfulCongestionAware,NewYork_Small,over_fleet,1,3600,60,54,44,0,0.814815,1,501.364,8.35606,181.705,349.455,1111.76,0,0,89954.1,0.139222,2,1,0.151948,0.34766,4.63691,0.158621,24,1191.7,0,1,0,0,0,177259,0,3282.39,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,normal_wave,0,3600,6,107,38,0,0.35514,1,899.711,149.952,789.789,197.842,696.682,0,0,65665.5,0.982824,8,5,0.0789474,0.148865,4.65763,0.136451,28,1812.08,0,1,0,0,0,183727,0,1716.93,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,normal_wave,1,3600,6,93,26,0,0.27957,1,1035.12,172.519,918.115,338.308,839.882,0,0,50926.7,0.967315,9,1,0.346154,0.620174,4.6587,0.136425,28,1812.08,0,1,0,0,0,117474,0,1263,0,0,0,0,0
43,FaithfulCongestionAware,Paris_Small,normal_ramp,0,3600,6,92,38,0,0.413043,1,773.711,128.952,666.579,179.632,736,0,0,80655.1,0.943056,7,5,0.0614035,0.117688,4.33725,0.0917798,28,995.954,0,1,0,0,0,125020,0,1358.75,0,0,0,0,0
